pi_stress --duration=5 
04-05-2018 00:23:30

# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)   0.541 us    |                      } /* page_remove_rmap */
 0)   0.709 us    |      preempt_count_sub();
 0)   3.958 us    |    }
 0)   0.458 us    |    preempt_count_sub();
 0)               |    wq_worker_running() {
 0)   1.083 us    |      kthread_data();
 0)   4.416 us    |    }
 0) * 11775.62 us |  }
 0)   0.458 us    |  rt_spin_lock();
 0)   0.500 us    |  preempt_count_add();
 0)   0.458 us    |  preempt_count_sub();
 0)               |  process_one_work() {
 0)   0.500 us    |    set_work_pool_and_clear_pending();
 0)   0.500 us    |    rt_spin_unlock();
 0)               |    addrconf_verify_work() {
 0)               |      rtnl_lock() {
 0)               |        _mutex_lock() {
 0)   0.917 us    |          __rt_mutex_lock_state();
 0)   4.208 us    |        }
 0)   7.584 us    |      }
 0)               |      addrconf_verify_rtnl() {
 0)   0.459 us    |        rtnl_is_locked();
 0)   0.500 us    |        __local_bh_disable();
 0)   0.666 us    |        __rcu_read_lock();
 0)   0.708 us    |        round_jiffies_up();
 0)               |        cancel_delayed_work() {
 0)               |          __cancel_work() {
 0)               |            try_to_grab_pending() {
 0)   0.458 us    |              rt_spin_lock();
 0)   0.458 us    |              del_timer();
 0)   6.833 us    |            }
 0)   0.458 us    |            set_work_pool_and_clear_pending();
 0)   0.458 us    |            rt_spin_unlock();
 0) + 17.041 us   |          }
 0) + 20.333 us   |        }
 0)   0.459 us    |        rt_spin_lock();
 0)   0.458 us    |        rt_spin_unlock();
 0)   0.500 us    |        round_jiffies_up();
 0)               |        mod_delayed_work_on() {
 0)               |          try_to_grab_pending() {
 0)   0.458 us    |            rt_spin_lock();
 0)   0.458 us    |            del_timer();
 0)   6.708 us    |          }
 0)               |          __queue_delayed_work() {
 0)               |            add_timer() {
 0)               |              mod_timer() {
 0)               |                lock_timer_base() {
 0)   0.750 us    |                  preempt_count_add();
 0)   4.042 us    |                }
 0)   0.459 us    |                detach_if_pending();
 0)               |                __internal_add_timer() {
 0)   0.917 us    |                  calc_wheel_index();
 0)   0.667 us    |                  enqueue_timer();
 0)   7.875 us    |                }
 0)   0.708 us    |                trigger_dyntick_cpu();
 0)   0.458 us    |                preempt_count_sub();
 0) + 30.958 us   |              }
 0) + 34.667 us   |            }
 0) + 37.833 us   |          }
 0)   0.500 us    |          rt_spin_unlock();
 0) + 54.250 us   |        }
 0)   0.500 us    |        __rcu_read_unlock();
 0)   0.791 us    |        __local_bh_enable();
 0) ! 115.583 us  |      }
 0)               |      rtnl_unlock() {
 0)               |        netdev_run_todo() {
 0)               |          __rtnl_unlock() {
 0)               |            _mutex_unlock() {
 0)   0.500 us    |              __rt_mutex_unlock();
 0)   3.792 us    |            }
 0)   7.375 us    |          }
 0) + 11.875 us   |        }
 0) + 15.209 us   |      }
 0) ! 148.333 us  |    }
 0)   0.459 us    |    rcu_all_qs();
 0)   0.500 us    |    rt_spin_lock();
 0)               |    pwq_dec_nr_in_flight() {
 0)   0.458 us    |      put_pwq();
 0)   4.625 us    |    }
 0) ! 174.500 us  |  }
 0)               |  process_one_work() {
 0)   0.458 us    |    set_work_pool_and_clear_pending();
 0)   0.459 us    |    rt_spin_unlock();
 0)               |    dbs_work_handler() {
 0)               |      _mutex_lock() {
 0)   0.500 us    |        __rt_mutex_lock_state();
 0)   3.500 us    |      }
 0)               |      od_dbs_update() {
 0)               |        dbs_update() {
 0)               |          get_cpu_idle_time() {
 0)               |            get_cpu_idle_time_us() {
 0)               |              ktime_get() {
 0)   0.625 us    |                clocksource_read_cycles();
 0)   4.291 us    |              }
 0)   9.042 us    |            }
 0)               |            get_cpu_iowait_time_us() {
 0)               |              ktime_get() {
 0)   0.625 us    |                clocksource_read_cycles();
 0)   3.750 us    |              }
 0)   1.291 us    |              update_ts_time_stats.constprop.12();
 0) + 11.917 us   |            }
 0) + 28.042 us   |          }
 0) + 32.792 us   |        }
 0) + 39.334 us   |      }
 0)               |      _mutex_unlock() {
 0)   0.500 us    |        __rt_mutex_unlock();
 0)   3.541 us    |      }
 0) + 55.958 us   |    }
 0)   0.458 us    |    rcu_all_qs();
 0)   0.458 us    |    rt_spin_lock();
 0)               |    pwq_dec_nr_in_flight() {
 0)   0.458 us    |      put_pwq();
 0)   3.541 us    |    }
 0) + 78.375 us   |  }
 0)               |  worker_enter_idle() {
 0)   0.500 us    |    preempt_count_add();
 0)   0.542 us    |    preempt_count_sub();
 0)   8.875 us    |  }
 0)   0.459 us    |  rt_spin_unlock();
 0)               |  schedule() {
 0)               |    wq_worker_sleeping() {
 0)   0.459 us    |      kthread_data();
 0)   4.041 us    |    }
 0)   0.458 us    |    preempt_count_add();
 0)               |    rcu_note_context_switch() {
 0)   0.500 us    |      rcu_sched_qs();
 0)   0.500 us    |      rcu_preempt_qs();
 0)   7.041 us    |    }
 0)   0.458 us    |    preempt_count_add();
 0)   1.042 us    |    update_rq_clock();
 0)               |    deactivate_task() {
 0)               |      dequeue_task_fair() {
 0)               |        dequeue_entity() {
 0)               |          update_curr() {
 0)   0.750 us    |            update_min_vruntime();
 0)               |            cpuacct_charge() {
 0)   0.459 us    |              __rcu_read_lock();
 0)   0.458 us    |              __rcu_read_unlock();
 0)   7.208 us    |            }
 0) + 15.292 us   |          }
 0)   0.458 us    |          dbs_update_util_handler();
 0)   0.416 us    |          clear_buddies();
 0)   0.458 us    |          update_cfs_shares();
 0) + 29.000 us   |        }
 0)   0.459 us    |        hrtick_update();
 0) + 36.333 us   |      }
 0) + 39.459 us   |    }
 0)               |    pick_next_task_fair() {
 0)               |      pick_next_entity() {
 0)   0.500 us    |        clear_buddies();
 0)   3.583 us    |      }
 0)               |      put_prev_entity() {
 0)   0.667 us    |        check_spread();
 0)   3.833 us    |      }
 0)               |      set_next_entity() {
 0)   0.500 us    |        dbs_update_util_handler();
 0)   4.125 us    |      }
 0) + 21.875 us   |    }
 0)   0.750 us    |    switch_kmaps();
 0)               |    atomic_notifier_call_chain() {
 0)   0.416 us    |      __rcu_read_lock();
 0)               |      notifier_call_chain() {
 0)   0.542 us    |        vfp_notifier();
 0)   0.666 us    |        thumbee_notifier();
 0)   6.834 us    |      }
 0)   0.500 us    |      __rcu_read_unlock();
 0) + 16.250 us   |    }
 ------------------------------------------
 0) kworker-28396  =>   ksoftir-7   
 ------------------------------------------

 0)               |    finish_task_switch() {
 0)   0.708 us    |      preempt_count_sub();
 0)   3.708 us    |    }
 0)   0.458 us    |    preempt_count_sub();
 0) * 50503.04 us |  }
 0)   0.500 us    |  preempt_count_add();
 0)   0.875 us    |  kthread_should_stop();
 0)   0.459 us    |  kthread_should_park();
 0)               |  ksoftirqd_should_run() {
 0)   0.416 us    |    ktimer_softirqd_should_run();
 0)   3.500 us    |  }
 0)   0.459 us    |  preempt_count_sub();
 0)               |  run_ksoftirqd() {
 0)               |    do_current_softirqs() {
 0)   0.458 us    |      rt_spin_lock();
 0)   0.458 us    |      rt_spin_unlock();
 0)   7.708 us    |    }
 0)   0.458 us    |    rcu_all_qs();
 0) + 14.792 us   |  }
 0)   0.500 us    |  preempt_count_add();
 0)   0.458 us    |  kthread_should_stop();
 0)   0.500 us    |  kthread_should_park();
 0)               |  ksoftirqd_should_run() {
 0)   0.459 us    |    ktimer_softirqd_should_run();
 0)   3.459 us    |  }
 0)   0.458 us    |  preempt_count_sub();
 0)               |  schedule() {
 0)   0.542 us    |    preempt_count_add();
 0)               |    rcu_note_context_switch() {
 0)   0.500 us    |      rcu_sched_qs();
 0)   0.542 us    |      rcu_preempt_qs();
 0)   6.708 us    |    }
 0)   0.500 us    |    preempt_count_add();
 0)   0.792 us    |    update_rq_clock();
 0)               |    deactivate_task() {
 0)               |      dequeue_task_fair() {
 0)               |        dequeue_entity() {
 0)               |          update_curr() {
 0)   0.708 us    |            update_min_vruntime();
 0)               |            cpuacct_charge() {
 0)   0.417 us    |              __rcu_read_lock();
 0)   0.458 us    |              __rcu_read_unlock();
 0)   7.125 us    |            }
 0) + 14.250 us   |          }
 0)   0.500 us    |          dbs_update_util_handler();
 0)   0.458 us    |          clear_buddies();
 0)   0.458 us    |          update_cfs_shares();
 0) + 26.750 us   |        }
 0)   0.458 us    |        hrtick_update();
 0) + 33.541 us   |      }
 0) + 36.625 us   |    }
 0)               |    pick_next_task_fair() {
 0)               |      pick_next_entity() {
 0)   0.500 us    |        clear_buddies();
 0)   3.334 us    |      }
 0)               |      put_prev_entity() {
 0)   0.500 us    |        check_spread();
 0)   3.458 us    |      }
 0)               |      set_next_entity() {
 0)   0.458 us    |        dbs_update_util_handler();
 0)   3.625 us    |      }
 0) + 19.250 us   |    }
 0)   0.709 us    |    switch_kmaps();
 0)               |    atomic_notifier_call_chain() {
 0)   0.500 us    |      __rcu_read_lock();
 0)               |      notifier_call_chain() {
 0)   0.500 us    |        vfp_notifier();
 0)   0.708 us    |        thumbee_notifier();
 0)   6.792 us    |      }
 0)   0.500 us    |      __rcu_read_unlock();
 0) + 16.000 us   |    }
 ------------------------------------------
 0)   ksoftir-7    =>   rcu_pre-9   
 ------------------------------------------

 0)               |      finish_task_switch() {
 0)   0.709 us    |        preempt_count_sub();
 0)   3.875 us    |      }
 0)   0.500 us    |      preempt_count_sub();
 0) # 8078.167 us |    } /* schedule */
 0)               |    del_timer_sync() {
 0)               |      try_to_del_timer_sync() {
 0)               |        lock_timer_base() {
 0)   0.750 us    |          preempt_count_add();
 0)   4.167 us    |        }
 0)   0.500 us    |        detach_if_pending();
 0)   0.500 us    |        preempt_count_sub();
 0) + 15.791 us   |      }
 0) + 20.542 us   |    }
 0) # 8134.750 us |  } /* schedule_timeout */
 0)               |  prepare_to_swait_event() {
 0)               |    prepare_to_swait() {
 0)   0.500 us    |      preempt_count_add();
 0)   1.084 us    |      __prepare_to_swait();
 0)   0.500 us    |      preempt_count_sub();
 0) + 11.625 us   |    }
 0) + 15.459 us   |  }
 0)               |  finish_swait() {
 0)   0.500 us    |    preempt_count_add();
 0)   0.458 us    |    preempt_count_sub();
 0)   7.667 us    |  }
 0)               |  force_qs_rnp() {
 0)   0.458 us    |    rcu_all_qs();
 0)   0.500 us    |    preempt_count_add();
 0)               |    rcu_initiate_boost.constprop.35() {
 0)   0.500 us    |      preempt_count_sub();
 0)   3.958 us    |    }
 0) + 14.750 us   |  }
 0)   0.500 us    |  rcu_all_qs();
 0)               |  prepare_to_swait_event() {
 0)               |    prepare_to_swait() {
 0)   0.500 us    |      preempt_count_add();
 0)   0.542 us    |      __prepare_to_swait();
 0)   0.500 us    |      preempt_count_sub();
 0) + 10.292 us   |    }
 0) + 13.583 us   |  }
 0)               |  schedule_timeout() {
 0)   0.667 us    |    init_timer_key();
 0)               |    lock_timer_base() {
 0)   0.500 us    |      preempt_count_add();
 0)   3.750 us    |    }
 0)   0.500 us    |    detach_if_pending();
 0)               |    __internal_add_timer() {
 0)   0.666 us    |      calc_wheel_index();
 0)   0.500 us    |      enqueue_timer();
 0)   7.083 us    |    }
 0)   0.458 us    |    trigger_dyntick_cpu();
 0)   0.458 us    |    preempt_count_sub();
 0)               |    schedule() {
 0)   0.500 us    |      preempt_count_add();
 0)               |      rcu_note_context_switch() {
 0)   0.500 us    |        rcu_sched_qs();
 0)   0.500 us    |        rcu_preempt_qs();
 0)   7.250 us    |      }
 0)   0.500 us    |      preempt_count_add();
 0)   0.792 us    |      update_rq_clock();
 0)               |      deactivate_task() {
 0)               |        dequeue_task_fair() {
 0)               |          dequeue_entity() {
 0)               |            update_curr() {
 0)   0.500 us    |              update_min_vruntime();
 0)               |              cpuacct_charge() {
 0)   0.416 us    |                __rcu_read_lock();
 0)   0.500 us    |                __rcu_read_unlock();
 0)   6.833 us    |              }
 0) + 14.000 us   |            }
 0)   0.458 us    |            dbs_update_util_handler();
 0)   0.458 us    |            clear_buddies();
 0)   0.667 us    |            update_cfs_shares();
 0) + 27.500 us   |          }
 0)   0.458 us    |          hrtick_update();
 0) + 34.459 us   |        }
 0) + 37.917 us   |      }
 0)               |      pick_next_task_fair() {
 0)               |        pick_next_entity() {
 0)   0.500 us    |          clear_buddies();
 0)   3.666 us    |        }
 0)               |        pick_next_entity() {
 0)   0.458 us    |          clear_buddies();
 0)   3.667 us    |        }
 0)               |        pick_next_entity() {
 0)   0.458 us    |          clear_buddies();
 0)   3.792 us    |        }
 0)   0.833 us    |        set_next_entity();
 0)   0.834 us    |        set_next_entity();
 0)               |        put_prev_entity() {
 0)   0.500 us    |          check_spread();
 0)   3.458 us    |        }
 0)               |        set_next_entity() {
 0)   0.500 us    |          dbs_update_util_handler();
 0)   3.375 us    |        }
 0) + 40.625 us   |      }
 0)   3.000 us    |      check_and_switch_context();
 0)   0.792 us    |      switch_kmaps();
 0)               |      atomic_notifier_call_chain() {
 0)   0.458 us    |        __rcu_read_lock();
 0)               |        notifier_call_chain() {
 0)   0.542 us    |          vfp_notifier();
 0)   0.667 us    |          thumbee_notifier();
 0)   7.167 us    |        }
 0)   0.459 us    |        __rcu_read_unlock();
 0) + 17.291 us   |      }
 ------------------------------------------
 0)   rcu_pre-9    =>  avahi-d-476  
 ------------------------------------------

 0)               |              finish_task_switch() {
 0)   0.792 us    |                preempt_count_sub();
 0)   3.875 us    |              }
 0)   0.459 us    |              preempt_count_sub();
 0) $ 2889040 us  |            } /* schedule */
 0)               |            hrtimer_cancel() {
 0)               |              hrtimer_try_to_cancel() {
 0)   0.500 us    |                preempt_count_add();
 0)   2.417 us    |                __remove_hrtimer();
 0)   0.500 us    |                preempt_count_sub();
 0) + 13.958 us   |              }
 0) + 17.375 us   |            }
 0) $ 2889091 us  |          } /* schedule_hrtimeout_range_clock */
 0) $ 2889095 us  |        } /* schedule_hrtimeout_range */
 0) $ 2889100 us  |      } /* poll_schedule_timeout */
 0)               |      __fdget() {
 0)   1.666 us    |        __fget_light();
 0)   4.750 us    |      }
 0)   1.833 us    |      pipe_poll();
 0)               |      __fdget() {
 0)   0.916 us    |        __fget_light();
 0)   4.000 us    |      }
 0)               |      sock_poll() {
 0)   2.625 us    |        datagram_poll();
 0)   7.167 us    |      }
 0)               |      __fdget() {
 0)   0.709 us    |        __fget_light();
 0)   3.667 us    |      }
 0)               |      sock_poll() {
 0)               |        udp_poll() {
 0)   1.708 us    |          datagram_poll();
 0)   5.166 us    |        }
 0)   9.542 us    |      }
 0)               |      __fdget() {
 0)   0.709 us    |        __fget_light();
 0)   3.750 us    |      }
 0)               |      sock_poll() {
 0)               |        udp_poll() {
 0)   1.833 us    |          datagram_poll();
 0)   5.042 us    |        }
 0)   8.708 us    |      }
 0)               |      __fdget() {
 0)   0.708 us    |        __fget_light();
 0)   3.750 us    |      }
 0)               |      sock_poll() {
 0)               |        udp_poll() {
 0)   1.833 us    |          datagram_poll();
 0)   5.417 us    |        }
 0)   8.833 us    |      }
 0)               |      __fdget() {
 0)   0.666 us    |        __fget_light();
 0)   3.708 us    |      }
 0)               |      sock_poll() {
 0)               |        udp_poll() {
 0)   1.750 us    |          datagram_poll();
 0)   4.958 us    |        }
 0) + 10.292 us   |      }
 0)               |      __fdget() {
 0)   0.708 us    |        __fget_light();
 0)   3.750 us    |      }
 0)               |      inotify_poll() {
 0)   0.709 us    |        rt_spin_lock();
 0)   0.708 us    |        fsnotify_notify_queue_is_empty();
 0)   0.500 us    |        rt_spin_unlock();
 0) + 10.875 us   |      }
 0)               |      __fdget() {
 0)   0.708 us    |        __fget_light();
 0)   3.750 us    |      }
 0)               |      sock_poll() {
 0)   2.333 us    |        unix_poll();
 0)   6.083 us    |      }
 0)               |      __fdget() {
 0)   0.708 us    |        __fget_light();
 0)   3.709 us    |      }
 0)               |      sock_poll() {
 0)   2.125 us    |        unix_poll();
 0)   5.500 us    |      }
 0)               |      __fdget() {
 0)   0.667 us    |        __fget_light();
 0)   3.709 us    |      }
 0)   0.917 us    |      pipe_poll();
 0)               |      poll_freewait() {
 0)               |        remove_wait_queue() {
 0)   0.458 us    |          rt_spin_lock();
 0)   0.500 us    |          rt_spin_unlock();
 0)   6.667 us    |        }
 0)   0.458 us    |        fput();
 0)               |        remove_wait_queue() {
 0)   0.500 us    |          rt_spin_lock();
 0)   0.500 us    |          rt_spin_unlock();
 0)   6.917 us    |        }
 0)   0.458 us    |        fput();
 0)               |        remove_wait_queue() {
 0)   0.666 us    |          rt_spin_lock();
 0)   0.500 us    |          rt_spin_unlock();
 0)   7.292 us    |        }
 0)   0.500 us    |        fput();
 0)               |        remove_wait_queue() {
 0)   0.666 us    |          rt_spin_lock();
 0)   0.458 us    |          rt_spin_unlock();
 0)   6.667 us    |        }
 0)   0.459 us    |        fput();
 0)               |        remove_wait_queue() {
 0)   0.667 us    |          rt_spin_lock();
 0)   0.500 us    |          rt_spin_unlock();
 0)   6.708 us    |        }
 0)   0.500 us    |        fput();
 0)               |        remove_wait_queue() {
 0)   0.916 us    |          rt_spin_lock();
 0)   0.500 us    |          rt_spin_unlock();
 0)   7.083 us    |        }
 0)   0.459 us    |        fput();
 0)               |        remove_wait_queue() {
 0)   0.458 us    |          rt_spin_lock();
 0)   0.500 us    |          rt_spin_unlock();
 0)   6.584 us    |        }
 0)   0.500 us    |        fput();
 0)               |        remove_wait_queue() {
 0)   0.667 us    |          rt_spin_lock();
 0)   0.458 us    |          rt_spin_unlock();
 0)   6.709 us    |        }
 0)   0.500 us    |        fput();
 0)               |        remove_wait_queue() {
 0)   0.667 us    |          rt_spin_lock();
 0)   0.500 us    |          rt_spin_unlock();
 0)   6.708 us    |        }
 0)   0.458 us    |        fput();
 0)               |        remove_wait_queue() {
 0)   0.459 us    |          rt_spin_lock();
 0)   0.500 us    |          rt_spin_unlock();
 0)   6.500 us    |        }
 0)   0.458 us    |        fput();
 0) ! 129.708 us  |      }
 0) $ 2889699 us  |    } /* do_sys_poll */
 0) $ 2889722 us  |  } /* SyS_poll */
 0)               |  SyS_gettimeofday() {
 0)               |    do_gettimeofday() {
 0)               |      __getnstimeofday64() {
 0)   0.667 us    |        clocksource_read_cycles();
 0)   5.458 us    |      }
 0)   9.209 us    |    }
 0) + 14.250 us   |  }
 0)               |  SyS_recvmsg() {
 0)               |    __sys_recvmsg() {
 0)               |      sockfd_lookup_light() {
 0)               |        __fdget() {
 0)   0.541 us    |          __fget_light();
 0)   3.583 us    |        }
 0)   7.125 us    |      }
 0)               |      ___sys_recvmsg() {
 0)               |        copy_msghdr_from_user() {
 0)   1.791 us    |          rw_copy_check_uvector();
 0)   8.125 us    |        }
 0)               |        sock_recvmsg() {
 0)   0.958 us    |          security_socket_recvmsg();
 0)               |          netlink_recvmsg() {
 0)               |            skb_recv_datagram() {
 0)               |              __skb_recv_datagram() {
 0)               |                __skb_try_recv_datagram() {
 0)   0.750 us    |                  rt_spin_lock();
 0)   1.416 us    |                  __skb_try_recv_from_queue();
 0)   0.458 us    |                  rt_spin_unlock();
 0) + 12.209 us   |                }
 0) + 16.250 us   |              }
 0) + 19.917 us   |            }
 0)   3.500 us    |            skb_copy_datagram_iter();
 0)               |            skb_free_datagram() {
 0)               |              consume_skb() {
 0)               |                skb_release_all() {
 0)               |                  skb_release_head_state() {
 0)               |                    netlink_skb_destructor() {
 0)   1.333 us    |                      sock_rfree();
 0)   5.250 us    |                    }
 0)   8.625 us    |                  }
 0)               |                  skb_release_data() {
 0)               |                    skb_free_head() {
 0)   1.750 us    |                      kfree();
 0)   4.792 us    |                    }
 0) + 10.292 us   |                  }
 0) + 24.916 us   |                }
 0)               |                kfree_skbmem() {
 0)   1.500 us    |                  kmem_cache_free();
 0)   4.875 us    |                }
 0) + 35.750 us   |              }
 0) + 39.334 us   |            }
 0)   1.166 us    |            from_kuid_munged();
 0)   1.000 us    |            from_kgid_munged();
 0)   2.416 us    |            put_cmsg();
 0)   0.458 us    |            put_pid();
 0)               |            __wake_up() {
 0)               |              __wake_up_common_lock() {
 0)   0.458 us    |                rt_spin_lock();
 0)   0.709 us    |                __wake_up_common();
 0)   0.458 us    |                rt_spin_unlock();
 0) + 10.167 us   |              }
 0) + 13.500 us   |            }
 0) ! 110.208 us  |          }
 0) ! 117.875 us  |        }
 0)   0.500 us    |        kfree();
 0) ! 137.750 us  |      }
 0) ! 151.792 us  |    }
 0) ! 154.958 us  |  }
 0)               |  SyS_gettimeofday() {
 0)               |    do_gettimeofday() {
 0)               |      __getnstimeofday64() {
 0)   0.708 us    |        clocksource_read_cycles();
 0)   4.042 us    |      }
 0)   7.541 us    |    }
 0) + 11.000 us   |  }
 0)               |  SyS_poll() {
 0)               |    poll_select_set_timeout() {
 0)               |      ktime_get_ts64() {
 0)   0.666 us    |        clocksource_read_cycles();
 0)   5.916 us    |      }
 0)   1.166 us    |      timespec64_add_safe();
 0) + 14.667 us   |    }
 0)               |    do_sys_poll() {
 0)               |      select_estimate_accuracy() {
 0)               |        ktime_get_ts64() {
 0)   1.167 us    |          clocksource_read_cycles();
 0)   4.042 us    |        }
 0)   0.917 us    |        set_normalized_timespec64();
 0) + 14.042 us   |      }
 0)               |      __fdget() {
 0)   0.584 us    |        __fget_light();
 0)   3.666 us    |      }
 0)               |      pipe_poll() {
 0)               |        __pollwait() {
 0)               |          add_wait_queue() {
 0)   0.500 us    |            rt_spin_lock();
 0)   0.500 us    |            rt_spin_unlock();
 0)   7.291 us    |          }
 0) + 11.333 us   |        }
 0) + 14.708 us   |      }
 0)               |      __fdget() {
 0)   0.500 us    |        __fget_light();
 0)   3.500 us    |      }
 0)               |      sock_poll() {
 0)               |        datagram_poll() {
 0)               |          __pollwait() {
 0)               |            add_wait_queue() {
 0)   0.500 us    |              rt_spin_lock();
 0)   0.500 us    |              rt_spin_unlock();
 0)   6.583 us    |            }
 0)   9.916 us    |          }
 0) + 13.250 us   |        }
 0) + 17.000 us   |      }
 0)               |      __fdget() {
 0)   0.500 us    |        __fget_light();
 0)   3.459 us    |      }
 0)               |      sock_poll() {
 0)               |        udp_poll() {
 0)               |          datagram_poll() {
 0)               |            __pollwait() {
 0)               |              add_wait_queue() {
 0)   0.500 us    |                rt_spin_lock();
 0)   0.459 us    |                rt_spin_unlock();
 0)   6.500 us    |              }
 0)   9.834 us    |            }
 0) + 12.750 us   |          }
 0) + 16.209 us   |        }
 0) + 19.625 us   |      }
 0)               |      __fdget() {
 0)   0.500 us    |        __fget_light();
 0)   3.500 us    |      }
 0)               |      sock_poll() {
 0)               |        udp_poll() {
 0)               |          datagram_poll() {
 0)               |            __pollwait() {
 0)               |              add_wait_queue() {
 0)   0.666 us    |                rt_spin_lock();
 0)   0.459 us    |                rt_spin_unlock();
 0)   6.959 us    |              }
 0)   9.750 us    |            }
 0) + 13.292 us   |          }
 0) + 16.625 us   |        }
 0) + 19.625 us   |      }
 0)               |      __fdget() {
 0)   0.500 us    |        __fget_light();
 0)   3.500 us    |      }
 0)               |      sock_poll() {
 0)               |        udp_poll() {
 0)               |          datagram_poll() {
 0)               |            __pollwait() {
 0)               |              add_wait_queue() {
 0)   0.500 us    |                rt_spin_lock();
 0)   0.458 us    |                rt_spin_unlock();
 0)   6.584 us    |              }
 0)   9.667 us    |            }
 0) + 13.333 us   |          }
 0) + 16.125 us   |        }
 0) + 19.333 us   |      }
 0)               |      __fdget() {
 0)   0.500 us    |        __fget_light();
 0)   3.542 us    |      }
 0)               |      sock_poll() {
 0)               |        udp_poll() {
 0)               |          datagram_poll() {
 0)               |            __pollwait() {
 0)               |              add_wait_queue() {
 0)   0.458 us    |                rt_spin_lock();
 0)   0.458 us    |                rt_spin_unlock();
 0)   6.625 us    |              }
 0)   9.666 us    |            }
 0) + 13.209 us   |          }
 0) + 16.000 us   |        }
 0) + 21.000 us   |      }
 0)               |      __fdget() {
 0)   0.500 us    |        __fget_light();
 0)   3.291 us    |      }
 0)               |      inotify_poll() {
 0)               |        __pollwait() {
 0)               |          add_wait_queue() {
 0)   0.458 us    |            rt_spin_lock();
 0)   0.500 us    |            rt_spin_unlock();
 0)   6.584 us    |          }
 0)   9.875 us    |        }
 0)   0.500 us    |        rt_spin_lock();
 0)   0.667 us    |        fsnotify_notify_queue_is_empty();
 0)   0.500 us    |        rt_spin_unlock();
 0) + 22.334 us   |      }
 0)               |      __fdget() {
 0)   0.500 us    |        __fget_light();
 0)   3.500 us    |      }
 0)               |      sock_poll() {
 0)               |        unix_poll() {
 0)               |          __pollwait() {
 0)               |            add_wait_queue() {
 0)   0.500 us    |              rt_spin_lock();
 0)   0.500 us    |              rt_spin_unlock();
 0)   6.667 us    |            }
 0)   9.667 us    |          }
 0) + 13.167 us   |        }
 0) + 16.042 us   |      }
 0)               |      __fdget() {
 0)   0.500 us    |        __fget_light();
 0)   3.500 us    |      }
 0)               |      sock_poll() {
 0)               |        unix_poll() {
 0)               |          __pollwait() {
 0)               |            add_wait_queue() {
 0)   0.500 us    |              rt_spin_lock();
 0)   0.500 us    |              rt_spin_unlock();
 0)   6.625 us    |            }
 0)   9.667 us    |          }
 0) + 12.750 us   |        }
 0) + 15.958 us   |      }
 0)               |      __fdget() {
 0)   0.500 us    |        __fget_light();
 0)   3.500 us    |      }
 0)               |      pipe_poll() {
 0)               |        __pollwait() {
 0)               |          add_wait_queue() {
 0)   0.667 us    |            rt_spin_lock();
 0)   0.500 us    |            rt_spin_unlock();
 0)   6.959 us    |          }
 0) + 10.500 us   |        }
 0) + 13.333 us   |      }
 0)               |      poll_schedule_timeout() {
 0)               |        schedule_hrtimeout_range() {
 0)               |          schedule_hrtimeout_range_clock() {
 0)               |            hrtimer_init_sleeper() {
 0)   1.292 us    |              __hrtimer_init();
 0)   5.750 us    |            }
 0)               |            hrtimer_start_range_ns() {
 0)   0.500 us    |              preempt_count_add();
 0)   2.750 us    |              enqueue_hrtimer();
 0)   0.959 us    |              preempt_count_sub();
 0) + 14.959 us   |            }
 0)               |            schedule() {
 0)   0.500 us    |              preempt_count_add();
 0)               |              rcu_note_context_switch() {
 0)   0.541 us    |                rcu_sched_qs();
 0)   0.750 us    |                rcu_preempt_qs();
 0)   7.958 us    |              }
 0)   0.500 us    |              preempt_count_add();
 0)   1.333 us    |              update_rq_clock();
 0)               |              deactivate_task() {
 0)               |                dequeue_task_fair() {
 0)               |                  dequeue_entity() {
 0)               |                    update_curr() {
 0)   0.791 us    |                      update_min_vruntime();
 0)               |                      cpuacct_charge() {
 0)   0.500 us    |                        __rcu_read_lock();
 0)   1.000 us    |                        __rcu_read_unlock();
 0)   8.917 us    |                      }
 0) + 16.375 us   |                    }
 0)   0.708 us    |                    clear_buddies();
 0)   0.458 us    |                    update_cfs_shares();
 0) + 26.958 us   |                  }
 0)               |                  dequeue_entity() {
 0)               |                    update_curr() {
 0)   0.750 us    |                      update_min_vruntime();
 0)   4.000 us    |                    }
 0)   0.458 us    |                    clear_buddies();
 0)   0.708 us    |                    update_cfs_shares();
 0) + 13.292 us   |                  }
 0)   1.125 us    |                  set_next_buddy();
 0)   1.083 us    |                  dbs_update_util_handler();
 0)   0.500 us    |                  update_cfs_shares();
 0)   0.458 us    |                  hrtick_update();
 0) + 62.875 us   |                }
 0) + 68.292 us   |              }
 0)               |              pick_next_task_fair() {
 0)               |                update_curr() {
 0)   0.459 us    |                  update_min_vruntime();
 0)   3.500 us    |                }
 0)               |                pick_next_entity() {
 0)   0.709 us    |                  wakeup_preempt_entity();
 0)   0.958 us    |                  clear_buddies();
 0)   7.834 us    |                }
 0)               |                pick_next_entity() {
 0)   0.458 us    |                  clear_buddies();
 0)   3.959 us    |                }
 0)               |                pick_next_entity() {
 0)   0.458 us    |                  clear_buddies();
 0)   3.250 us    |                }
 0)               |                put_prev_entity() {
 0)   0.667 us    |                  check_spread();
 0)   3.917 us    |                }
 0)   1.834 us    |                set_next_entity();
 0)               |                put_prev_entity() {
